timestamp,waktu,iterasi_ke,fase,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-17 01:22:09,1,1,normal,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-17 01:22:09,1,1,normal,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-17 01:22:09,1,1,normal,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-17 01:22:09,1,1,normal,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-17 01:22:09,1,1,normal,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-17 01:22:13,2,1,normal,no_attack,1,1.019000,1.019000,810.466667,810.466667,1.000000,1,1
2026-05-17 01:22:13,2,1,normal,no_attack,2,1.009000,1.009000,398.200000,398.200000,1.000000,1,1
2026-05-17 01:22:13,2,1,normal,no_attack,3,1.004000,1.004000,394.866667,394.866667,1.000000,1,1
2026-05-17 01:22:13,2,1,normal,no_attack,4,1.013000,1.013000,479.100000,479.100000,1.000000,1,1
2026-05-17 01:22:13,2,1,normal,no_attack,5,1.011000,1.011000,492.500000,492.500000,1.000000,1,1
2026-05-17 01:22:17,3,1,dos_light,no_attack,1,1.021000,1.021000,851.033333,851.033333,1.020000,1,1
2026-05-17 01:22:17,3,1,dos_light,no_attack,2,1.004000,1.004000,441.566667,441.566667,1.009712,1,1
2026-05-17 01:22:17,3,1,dos_light,no_attack,3,1.007000,1.007000,430.133333,430.133333,1.007058,1,1
2026-05-17 01:22:17,3,1,dos_light,no_attack,4,1.004000,1.004000,490.033333,490.033333,1.010000,1,1
2026-05-17 01:22:17,3,1,dos_light,no_attack,5,1.005000,1.005000,467.100000,467.100000,1.008195,1,1
2026-05-17 01:22:21,4,1,dos_light,no_attack,1,1.020000,1.020000,739.100000,739.100000,1.020000,1,1
2026-05-17 01:22:21,4,1,dos_light,no_attack,2,1.012000,1.012000,287.000000,287.000000,1.008959,1,1
2026-05-17 01:22:21,4,1,dos_light,no_attack,3,1.008000,1.008000,446.266667,446.266667,1.006180,1,1
2026-05-17 01:22:21,4,1,dos_light,no_attack,4,1.008000,1.008000,466.333333,466.333333,1.010000,1,1
2026-05-17 01:22:21,4,1,dos_light,no_attack,5,1.009000,1.009000,468.033333,468.033333,1.008219,1,1
2026-05-17 01:22:25,5,1,dos_light,no_attack,1,1.018000,1.018000,892.366667,892.366667,1.020000,1,1
2026-05-17 01:22:25,5,1,dos_light,no_attack,2,1.007000,1.007000,428.833333,428.833333,1.010797,1,1
2026-05-17 01:22:25,5,1,dos_light,no_attack,3,1.008000,1.008000,465.900000,465.900000,1.007653,1,1
2026-05-17 01:22:25,5,1,dos_light,no_attack,4,1.008000,1.008000,500.966667,500.966667,1.010000,1,1
2026-05-17 01:22:25,5,1,dos_light,no_attack,5,1.006000,1.006000,483.166667,483.166667,1.008246,1,1
2026-05-17 01:22:29,6,1,dos_light,no_attack,1,1.017000,1.017000,833.733333,833.733333,1.020000,1,1
2026-05-17 01:22:29,6,1,dos_light,no_attack,2,1.011000,1.011000,439.200000,439.200000,1.009183,1,1
2026-05-17 01:22:29,6,1,dos_light,no_attack,3,1.007000,1.007000,370.100000,370.100000,1.006530,1,1
2026-05-17 01:22:29,6,1,dos_light,no_attack,4,1.003000,1.003000,481.500000,481.500000,1.010000,1,1
2026-05-17 01:22:29,6,1,dos_light,no_attack,5,1.007000,1.007000,498.333333,498.333333,1.008019,1,1
2026-05-17 01:22:33,7,1,dos_light,no_attack,1,1.021000,1.021000,839.266667,839.266667,1.020000,1,1
2026-05-17 01:22:33,7,1,dos_light,no_attack,2,1.006000,1.006000,403.366667,403.366667,1.009647,1,1
2026-05-17 01:22:33,7,1,dos_light,no_attack,3,1.010000,1.010000,410.766667,410.766667,1.007119,1,1
2026-05-17 01:22:33,7,1,dos_light,no_attack,4,1.014000,1.014000,459.333333,459.333333,1.010000,1,1
2026-05-17 01:22:33,7,1,dos_light,no_attack,5,1.008000,1.008000,473.533333,473.533333,1.008142,1,1
2026-05-17 01:22:37,8,2,dos_light,no_attack,1,1.021000,1.021000,914.200000,914.200000,1.020000,1,1
2026-05-17 01:22:37,8,2,dos_light,no_attack,2,1.008000,1.008000,408.066667,408.066667,1.010740,1,1
2026-05-17 01:22:37,8,2,dos_light,no_attack,3,1.004000,1.004000,479.500000,479.500000,1.008206,1,1
2026-05-17 01:22:37,8,2,dos_light,no_attack,4,1.013000,1.013000,508.366667,508.366667,1.010000,1,1
2026-05-17 01:22:37,8,2,dos_light,no_attack,5,1.003000,1.003000,503.933333,503.933333,1.008210,1,1
2026-05-17 01:22:41,9,2,dos_light,no_attack,1,1.024000,1.024000,683.366667,683.366667,1.020000,1,1
2026-05-17 01:22:41,9,2,dos_light,no_attack,2,1.005000,1.005000,315.833333,315.833333,1.009733,1,1
2026-05-17 01:22:41,9,2,dos_light,no_attack,3,1.009000,1.009000,359.400000,359.400000,1.006734,1,1
2026-05-17 01:22:41,9,2,dos_light,no_attack,4,1.006000,1.006000,465.900000,465.900000,1.010000,1,1
2026-05-17 01:22:41,9,2,dos_light,no_attack,5,1.011000,1.011000,466.133333,466.133333,1.007900,1,1
2026-05-17 01:22:45,10,2,dos_light,no_attack,1,1.020000,1.020000,797.766667,797.766667,1.020000,1,1
2026-05-17 01:22:45,10,2,dos_light,no_attack,2,1.014000,1.014000,387.200000,387.200000,1.011034,1,1
2026-05-17 01:22:45,10,2,dos_light,no_attack,3,1.008000,1.008000,413.066667,413.066667,1.008219,1,1
2026-05-17 01:22:45,10,2,dos_light,no_attack,4,1.005000,1.005000,460.266667,460.266667,1.010000,1,1
2026-05-17 01:22:45,10,2,dos_light,no_attack,5,1.010000,1.010000,462.833333,462.833333,1.008122,1,1
2026-05-17 01:22:49,11,2,dos_light,no_attack,1,1.014000,1.014000,752.766667,752.766667,1.020000,1,1
2026-05-17 01:22:49,11,2,dos_light,no_attack,2,1.013000,1.013000,377.266667,377.266667,1.009919,1,1
2026-05-17 01:22:49,11,2,dos_light,no_attack,3,1.007000,1.007000,360.000000,360.000000,1.007058,1,1
2026-05-17 01:22:49,11,2,dos_light,no_attack,4,1.006000,1.006000,460.466667,460.466667,1.010000,1,1
2026-05-17 01:22:49,11,2,dos_light,no_attack,5,1.009000,1.009000,467.066667,467.066667,1.008455,1,1
2026-05-17 01:22:53,12,2,dos_light,no_attack,1,1.020000,1.020000,899.266667,899.266667,1.020000,1,1
2026-05-17 01:22:53,12,2,dos_light,no_attack,2,1.010000,1.010000,437.066667,437.066667,1.010950,1,1
2026-05-17 01:22:53,12,2,dos_light,no_attack,3,1.005000,1.005000,423.833333,423.833333,1.008445,1,1
2026-05-17 01:22:53,12,2,dos_light,no_attack,4,1.013000,1.013000,470.666667,470.666667,1.010000,1,1
2026-05-17 01:22:53,12,2,dos_light,no_attack,5,1.005000,1.005000,497.166667,497.166667,1.008161,1,1
2026-05-17 01:22:57,13,3,dos_light,no_attack,1,1.024000,1.024000,725.666667,725.666667,1.020000,1,1
2026-05-17 01:22:57,13,3,dos_light,no_attack,2,1.005000,1.005000,327.066667,327.066667,1.009947,1,1
2026-05-17 01:22:57,13,3,dos_light,no_attack,3,1.007000,1.007000,399.766667,399.766667,1.007319,1,1
2026-05-17 01:22:57,13,3,dos_light,no_attack,4,1.014000,1.014000,449.266667,449.266667,1.010000,1,1
2026-05-17 01:22:57,13,3,dos_light,no_attack,5,1.011000,1.011000,457.066667,457.066667,1.008242,1,1
2026-05-17 01:23:01,14,3,dos_light,no_attack,1,1.017000,1.017000,908.366667,908.366667,1.020000,1,1
2026-05-17 01:23:01,14,3,dos_light,no_attack,2,1.012000,1.012000,430.100000,430.100000,1.010480,1,1
2026-05-17 01:23:01,14,3,dos_light,no_attack,3,1.007000,1.007000,453.933333,453.933333,1.007575,1,1
2026-05-17 01:23:01,14,3,dos_light,no_attack,4,1.010000,1.010000,503.966667,503.966667,1.010000,1,1
2026-05-17 01:23:01,14,3,dos_light,no_attack,5,1.007000,1.007000,506.600000,506.600000,1.008476,1,1
2026-05-17 01:23:05,15,3,dos_light,no_attack,1,1.021000,1.021000,783.333333,783.333333,1.020000,1,1
2026-05-17 01:23:05,15,3,dos_light,no_attack,2,1.012000,1.012000,328.166667,328.166667,1.009236,1,1
2026-05-17 01:23:05,15,3,dos_light,no_attack,3,1.013000,1.013000,443.633333,443.633333,1.006413,1,1
2026-05-17 01:23:05,15,3,dos_light,no_attack,4,1.008000,1.008000,463.633333,463.633333,1.010000,1,1
2026-05-17 01:23:05,15,3,dos_light,no_attack,5,1.007000,1.007000,480.966667,480.966667,1.008044,1,1
2026-05-17 01:23:09,16,3,dos_light,no_attack,1,1.018000,1.018000,846.233333,846.233333,1.020000,1,1
2026-05-17 01:23:09,16,3,dos_light,no_attack,2,1.015000,1.015000,347.266667,347.266667,1.010208,1,1
2026-05-17 01:23:09,16,3,dos_light,no_attack,3,1.002000,1.002000,506.833333,506.833333,1.007058,1,1
2026-05-17 01:23:09,16,3,dos_light,no_attack,4,1.011000,1.011000,502.700000,502.700000,1.010000,1,1
2026-05-17 01:23:09,16,3,dos_light,no_attack,5,1.006000,1.006000,470.900000,470.900000,1.008371,1,1
2026-05-17 01:23:13,17,3,dos_light,no_attack,1,1.020000,1.020000,762.500000,762.500000,1.020000,1,1
2026-05-17 01:23:13,17,3,dos_light,no_attack,2,1.018000,1.018000,291.733333,291.733333,1.009739,1,1
2026-05-17 01:23:13,17,3,dos_light,no_attack,3,1.005000,1.005000,475.266667,475.266667,1.006514,1,1
2026-05-17 01:23:13,17,3,dos_light,no_attack,4,1.009000,1.009000,473.866667,473.866667,1.010000,1,1
2026-05-17 01:23:13,17,3,dos_light,no_attack,5,0.999000,0.999000,461.133333,461.133333,1.008033,1,1
2026-05-17 01:23:17,18,1,dos_light,no_attack,1,1.023000,1.023000,920.833333,920.833333,1.020000,1,1
2026-05-17 01:23:17,18,1,dos_light,no_attack,2,1.009000,1.009000,442.133333,442.133333,1.010735,1,1
2026-05-17 01:23:17,18,1,dos_light,no_attack,3,1.009000,1.009000,487.533333,487.533333,1.007340,1,1
