Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-05 14:10:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 14:10:34] [iter 1] [Bus 2] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 14:10:34] [iter 1] [Bus 3] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 14:10:34] [iter 1] [Bus 4] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 14:10:34] [iter 1] [Bus 5] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar


[2026-05-05 14:10:38] [iter 2] [Bus 1] P/Q/CMD -> V_in=1.0120 pu, I_in=169.2414 A, V_out=1.0120 pu, I_out=169.2414 A, V_DT=1.0500 pu, P=56.7254 MW, Q=16.5449 MVar
[2026-05-05 14:10:38] [iter 2] [Bus 2] P/Q/CMD -> V_in=0.9770 pu, I_in=330.2414 A, V_out=0.9770 pu, I_out=330.2414 A, V_DT=1.0500 pu, P=126.8966 MW, Q=41.7089 MVar
[2026-05-05 14:10:38] [iter 2] [Bus 3] P/Q/CMD -> V_in=1.0220 pu, I_in=653.2759 A, V_out=1.0220 pu, I_out=653.2759 A, V_DT=1.0405 pu, P=223.4284 MW, Q=55.9964 MVar
[2026-05-05 14:10:38] [iter 2] [Bus 4] P/Q/CMD -> V_in=1.0390 pu, I_in=210.5862 A, V_out=1.0390 pu, I_out=210.5862 A, V_DT=1.0377 pu, P=81.6000 MW, Q=29.6169 MVar
[2026-05-05 14:10:38] [iter 2] [Bus 5] P/Q/CMD -> V_in=0.9920 pu, I_in=176.6552 A, V_out=0.9920 pu, I_out=176.6552 A, V_DT=1.0396 pu, P=58.0401 MW, Q=16.9284 MVar


[2026-05-05 14:10:42] [iter 3] [Bus 1] P/Q/CMD -> V_in=0.9710 pu, I_in=1890.6552 A, V_out=0.9710 pu, I_out=1890.6552 A, V_DT=1.0488 pu, P=608.0256 MW, Q=177.3408 MVar
[2026-05-05 14:10:42] [iter 3] [Bus 2] P/Q/CMD -> V_in=0.9520 pu, I_in=319.3103 A, V_out=0.9520 pu, I_out=319.3103 A, V_DT=1.0485 pu, P=119.5567 MW, Q=39.2964 MVar
[2026-05-05 14:10:42] [iter 3] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=1936.4828 A, V_out=1.0140 pu, I_out=1936.4828 A, V_DT=1.0404 pu, P=657.1166 MW, Q=164.6889 MVar
[2026-05-05 14:10:42] [iter 3] [Bus 4] P/Q/CMD -> V_in=0.9720 pu, I_in=619.3448 A, V_out=0.9720 pu, I_out=619.3448 A, V_DT=1.0397 pu, P=224.5141 MW, Q=81.4877 MVar
[2026-05-05 14:10:42] [iter 3] [Bus 5] P/Q/CMD -> V_in=1.0300 pu, I_in=152.7586 A, V_out=1.0300 pu, I_out=152.7586 A, V_DT=1.0414 pu, P=52.1115 MW, Q=15.1992 MVar


[2026-05-05 14:10:46] [iter 4] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=664.7241 A, V_out=1.0300 pu, I_out=664.7241 A, V_DT=1.0355 pu, P=226.7613 MW, Q=66.1387 MVar
[2026-05-05 14:10:46] [iter 4] [Bus 2] P/Q/CMD -> V_in=0.9840 pu, I_in=1961.3793 A, V_out=0.9840 pu, I_out=1961.3793 A, V_DT=1.0459 pu, P=759.0679 MW, Q=249.4936 MVar
[2026-05-05 14:10:46] [iter 4] [Bus 3] P/Q/CMD -> V_in=1.0450 pu, I_in=1862.2759 A, V_out=1.0450 pu, I_out=1862.2759 A, V_DT=1.0381 pu, P=651.2551 MW, Q=163.2199 MVar
[2026-05-05 14:10:46] [iter 4] [Bus 4] P/Q/CMD -> V_in=0.9590 pu, I_in=235.9310 A, V_out=0.9590 pu, I_out=235.9310 A, V_DT=1.0417 pu, P=84.3817 MW, Q=30.6265 MVar
[2026-05-05 14:10:46] [iter 4] [Bus 5] P/Q/CMD -> V_in=1.0340 pu, I_in=592.4483 A, V_out=1.0340 pu, I_out=592.4483 A, V_DT=1.0434 pu, P=202.8903 MW, Q=59.1763 MVar


[2026-05-05 14:10:50] [iter 5] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=1873.6552 A, V_out=1.0300 pu, I_out=1873.6552 A, V_DT=1.0344 pu, P=639.1712 MW, Q=186.4249 MVar
[2026-05-05 14:10:50] [iter 5] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=891.5862 A, V_out=1.0020 pu, I_out=891.5862 A, V_DT=1.0332 pu, P=351.3622 MW, Q=115.4872 MVar
[2026-05-05 14:10:50] [iter 5] [Bus 3] P/Q/CMD -> V_in=0.9870 pu, I_in=2024.6552 A, V_out=0.9870 pu, I_out=2024.6552 A, V_DT=1.0285 pu, P=668.7427 MW, Q=167.6027 MVar
[2026-05-05 14:10:50] [iter 5] [Bus 4] P/Q/CMD -> V_in=1.0320 pu, I_in=2066.1724 A, V_out=1.0320 pu, I_out=2066.1724 A, V_DT=1.0369 pu, P=795.2269 MW, Q=288.6288 MVar
[2026-05-05 14:10:50] [iter 5] [Bus 5] P/Q/CMD -> V_in=1.0360 pu, I_in=572.2414 A, V_out=1.0360 pu, I_out=572.2414 A, V_DT=1.0380 pu, P=196.3493 MW, Q=57.2685 MVar


