timestamp,waktu,iterasi_ke,fase,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-17 01:57:44,4,1,attack,20260517_015743,1,1.020000,1.020000,739.100000,739.100000,1.020000,1,1
2026-05-17 01:57:44,4,1,attack,20260517_015743,2,1.012000,1.012000,287.000000,287.000000,1.008959,1,1
2026-05-17 01:57:44,4,1,attack,20260517_015743,3,1.008000,1.008000,446.266667,446.266667,1.006180,1,1
2026-05-17 01:57:44,4,1,attack,20260517_015743,4,1.008000,1.008000,466.333333,466.333333,1.010000,1,1
2026-05-17 01:57:44,4,1,attack,20260517_015743,5,1.009000,1.009000,468.033333,468.033333,1.008219,1,1
2026-05-17 01:57:48,5,1,attack,20260517_015743,1,1.018000,1.018000,739.100000,739.100000,1.020000,1,1
2026-05-17 01:57:48,5,1,attack,20260517_015743,2,1.012000,1.012000,287.000000,287.000000,1.010797,1,1
2026-05-17 01:57:48,5,1,attack,20260517_015743,3,1.008000,1.008000,446.266667,446.266667,1.007653,1,1
2026-05-17 01:57:48,5,1,attack,20260517_015743,4,1.008000,1.008000,466.333333,466.333333,1.010000,1,1
2026-05-17 01:57:48,5,1,attack,20260517_015743,5,1.009000,1.009000,468.033333,468.033333,1.008246,1,1
2026-05-17 01:57:52,6,1,attack,20260517_015743,1,1.018000,1.018000,892.366667,1222.666667,1.020000,1,1
2026-05-17 01:57:52,6,1,attack,20260517_015743,2,1.008000,1.008000,441.300000,1227.033333,1.010797,1,1
2026-05-17 01:57:52,6,1,attack,20260517_015743,3,1.008000,1.008000,368.533333,1285.700000,1.007653,1,1
2026-05-17 01:57:52,6,1,attack,20260517_015743,4,1.008000,1.008000,480.533333,480.533333,1.010000,1,1
2026-05-17 01:57:52,6,1,attack,20260517_015743,5,1.006000,1.006000,501.366667,1234.733333,1.008246,1,1
2026-05-17 01:57:56,7,1,attack,20260517_015743,1,1.017000,1.017000,839.733333,839.733333,1.020000,0,1
2026-05-17 01:57:56,7,1,attack,20260517_015743,2,1.012000,1.012000,399.866667,399.866667,0.992551,0,1
2026-05-17 01:57:56,7,1,attack,20260517_015743,3,1.008000,1.008000,411.300000,411.300000,0.988154,0,1
2026-05-17 01:57:56,7,1,attack,20260517_015743,4,1.003000,1.003000,458.300000,458.300000,1.010000,0,1
2026-05-17 01:57:56,7,1,attack,20260517_015743,5,1.007000,1.007000,474.266667,474.266667,1.005374,1,1
2026-05-17 01:58:00,8,1,attack,20260517_015743,1,1.021000,1.021000,915.033333,1245.366667,1.020000,1,1
2026-05-17 01:58:00,8,1,attack,20260517_015743,2,1.005000,1.005000,411.200000,1272.733333,1.010752,1,1
2026-05-17 01:58:00,8,1,attack,20260517_015743,3,1.009000,1.009000,481.700000,1242.633333,1.008216,1,1
2026-05-17 01:58:00,8,1,attack,20260517_015743,4,1.014000,1.014000,511.966667,1260.266667,1.010000,1,1
