timestamp,iterasi_ke,run_id,bus,v_in,i_in,v_out,i_out,v_dt,breaker_cmd,breaker_fb
2026-05-05 12:37:49,1,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:37:49,1,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:37:49,1,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:37:49,1,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:37:49,1,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 12:37:53,2,20260505_123750,1,1.012000,169.241379,1.012000,169.241379,1.050041,1,1
2026-05-05 12:37:53,2,20260505_123750,2,0.977000,330.241379,0.977000,330.241379,1.050000,1,1
2026-05-05 12:37:53,2,20260505_123750,3,1.022000,653.275862,1.022000,653.275862,1.040516,1,1
2026-05-05 12:37:53,2,20260505_123750,4,1.039000,210.586207,1.039000,210.586207,1.037750,1,1
2026-05-05 12:37:53,2,20260505_123750,5,0.992000,176.655172,0.992000,176.655172,1.039604,1,1
2026-05-05 12:37:56,mitm_proxy_i,20260505_123750,1,,553.586207,,2001.758621,addr=10,,
2026-05-05 12:37:56,mitm_proxy_i,20260505_123750,2,,319.310345,,1890.655172,addr=11,,
2026-05-05 12:37:56,mitm_proxy_i,20260505_123750,3,,559.793103,,2081.068966,addr=12,,
2026-05-05 12:37:56,mitm_proxy_i,20260505_123750,4,,619.344828,,1908.103448,addr=13,,
2026-05-05 12:37:56,mitm_proxy_i,20260505_123750,5,,152.758621,,1936.482759,addr=14,,
2026-05-05 12:37:57,3,20260505_123750,1,0.971000,2001.758621,0.971000,2001.758621,1.048815,1,1
2026-05-05 12:37:57,3,20260505_123750,2,0.952000,1890.655172,0.952000,1890.655172,1.048505,1,1
2026-05-05 12:37:57,3,20260505_123750,3,1.014000,2081.068966,1.014000,2081.068966,1.040398,1,1
2026-05-05 12:37:57,3,20260505_123750,4,0.972000,1908.103448,0.972000,1908.103448,1.039671,1,1
2026-05-05 12:37:57,3,20260505_123750,5,1.030000,1936.482759,1.030000,1936.482759,1.041386,1,1
2026-05-05 12:38:00,mitm_proxy_i,20260505_123750,1,,664.724138,,2142.758621,addr=10,,
2026-05-05 12:38:00,mitm_proxy_i,20260505_123750,2,,275.551724,,2152.586207,addr=11,,
2026-05-05 12:38:00,mitm_proxy_i,20260505_123750,3,,391.379310,,2081.068966,addr=12,,
2026-05-05 12:38:00,mitm_proxy_i,20260505_123750,4,,235.931034,,1938.931034,addr=13,,
2026-05-05 12:38:00,mitm_proxy_i,20260505_123750,5,,592.448276,,1961.379310,addr=14,,
2026-05-05 12:38:01,4,20260505_123750,1,1.030000,2142.758621,1.030000,2142.758621,1.032959,1,1
2026-05-05 12:38:01,4,20260505_123750,2,0.984000,2152.586207,0.984000,2152.586207,1.032705,1,1
2026-05-05 12:38:01,4,20260505_123750,3,1.045000,2081.068966,1.045000,2081.068966,1.025255,1,1
2026-05-05 12:38:01,4,20260505_123750,4,0.959000,1938.931034,0.959000,1938.931034,1.021860,1,1
2026-05-05 12:38:01,4,20260505_123750,5,1.034000,1961.379310,1.034000,1961.379310,1.023549,1,1
2026-05-05 12:38:04,mitm_proxy_i,20260505_123750,1,,688.034483,,1981.413793,addr=10,,
2026-05-05 12:38:04,mitm_proxy_i,20260505_123750,2,,891.586207,,1862.275862,addr=11,,
2026-05-05 12:38:04,mitm_proxy_i,20260505_123750,3,,580.689655,,2090.931034,addr=12,,
2026-05-05 12:38:04,mitm_proxy_i,20260505_123750,4,,604.413793,,2065.379310,addr=13,,
2026-05-05 12:38:04,mitm_proxy_i,20260505_123750,5,,572.241379,,1970.551724,addr=14,,
2026-05-05 12:38:05,5,20260505_123750,1,1.030000,1981.413793,1.030000,1981.413793,1.017181,1,1
2026-05-05 12:38:05,5,20260505_123750,2,1.002000,1862.275862,1.002000,1862.275862,1.007907,1,1
2026-05-05 12:38:05,5,20260505_123750,3,0.987000,2090.931034,0.987000,2090.931034,0.991259,1,1
2026-05-05 12:38:05,5,20260505_123750,4,1.032000,2065.379310,1.032000,2065.379310,0.979692,1,1
2026-05-05 12:38:05,5,20260505_123750,5,1.036000,1970.551724,1.036000,1970.551724,0.982328,1,1
2026-05-05 12:38:08,mitm_proxy_i,20260505_123750,1,,183.724138,,1873.655172,addr=10,,
2026-05-05 12:38:08,mitm_proxy_i,20260505_123750,2,,383.724138,,2041.000000,addr=11,,
2026-05-05 12:38:08,mitm_proxy_i,20260505_123750,3,,344.586207,,1810.344828,addr=12,,
2026-05-05 12:38:08,mitm_proxy_i,20260505_123750,4,,379.724138,,2024.655172,addr=13,,
2026-05-05 12:38:08,mitm_proxy_i,20260505_123750,5,,425.068966,,1967.344828,addr=14,,
2026-05-05 12:38:09,6,20260505_123750,1,1.020000,1873.655172,1.020000,1873.655172,1.006350,1,1
2026-05-05 12:38:09,6,20260505_123750,2,0.972000,2041.000000,0.972000,2041.000000,0.984971,1,1
2026-05-05 12:38:09,6,20260505_123750,3,0.957000,1810.344828,0.957000,1810.344828,0.953658,1,1
2026-05-05 12:38:09,6,20260505_123750,4,0.960000,2024.655172,0.960000,2024.655172,0.929167,1,1
2026-05-05 12:38:09,6,20260505_123750,5,1.012000,1967.344828,1.012000,1967.344828,0.933547,1,1
2026-05-05 12:38:12,mitm_proxy_i,20260505_123750,1,,316.448276,,2066.172414,addr=10,,
2026-05-05 12:38:12,mitm_proxy_i,20260505_123750,2,,887.689655,,2187.103448,addr=11,,
2026-05-05 12:38:12,mitm_proxy_i,20260505_123750,3,,608.172414,,2029.758621,addr=12,,
2026-05-05 12:38:12,mitm_proxy_i,20260505_123750,4,,732.793103,,2118.137931,addr=13,,
2026-05-05 12:38:12,mitm_proxy_i,20260505_123750,5,,457.379310,,1866.379310,addr=14,,
2026-05-05 12:38:13,7,20260505_123750,1,0.987000,2066.172414,0.987000,2066.172414,0.999701,1,1
2026-05-05 12:38:13,7,20260505_123750,2,0.976000,2187.103448,0.976000,2187.103448,0.966592,1,1
2026-05-05 12:38:13,7,20260505_123750,3,1.014000,2029.758621,1.014000,2029.758621,0.924022,1,1
