timestamp,run_id,phase,source,event,bus,v_raw,i_raw,v_final,i_final,v_dt,breaker_cmd,breaker_fb,ttl,client,detail
2026-05-02 14:36:50,no_attack,pre_attack,h3,final_forward,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,,,MODBUS_TCP
2026-05-02 14:36:50,no_attack,pre_attack,h3,final_forward,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,,,MODBUS_TCP
2026-05-02 14:36:50,no_attack,pre_attack,h3,final_forward,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,,,MODBUS_TCP
2026-05-02 14:36:50,no_attack,pre_attack,h3,final_forward,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,,,MODBUS_TCP
2026-05-02 14:36:50,no_attack,pre_attack,h3,final_forward,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,,,MODBUS_TCP
2026-05-02 14:36:54,no_attack,pre_attack,h3,final_forward,1,1.012000,169.260000,1.012000,169.260000,1.050041,1,1,,,MODBUS_TCP
2026-05-02 14:36:54,no_attack,pre_attack,h3,final_forward,2,0.977000,330.240000,0.977000,330.240000,1.050000,1,1,,,MODBUS_TCP
2026-05-02 14:36:54,no_attack,pre_attack,h3,final_forward,3,1.022000,653.260000,1.022000,653.260000,1.040516,1,1,,,MODBUS_TCP
2026-05-02 14:36:54,no_attack,pre_attack,h3,final_forward,4,1.039000,210.600000,1.039000,210.600000,1.037750,1,1,,,MODBUS_TCP
2026-05-02 14:36:54,no_attack,pre_attack,h3,final_forward,5,0.992000,176.660000,0.992000,176.660000,1.039604,1,1,,,MODBUS_TCP
2026-05-02 14:36:58,no_attack,pre_attack,h3,final_forward,1,0.971000,553.600000,0.971000,553.600000,1.048815,1,1,,,MODBUS_TCP
2026-05-02 14:36:58,no_attack,pre_attack,h3,final_forward,2,0.952000,319.320000,0.952000,319.320000,1.048505,1,1,,,MODBUS_TCP
2026-05-02 14:36:58,no_attack,pre_attack,h3,final_forward,3,1.014000,559.820000,1.014000,559.820000,1.040399,1,1,,,MODBUS_TCP
2026-05-02 14:36:58,no_attack,pre_attack,h3,final_forward,4,0.972000,619.340000,0.972000,619.340000,1.039671,1,1,,,MODBUS_TCP
2026-05-02 14:36:58,no_attack,pre_attack,h3,final_forward,5,1.030000,152.780000,1.030000,152.780000,1.041386,1,1,,,MODBUS_TCP
2026-05-02 14:37:02,no_attack,pre_attack,h3,final_forward,1,1.030000,664.740000,1.030000,664.740000,1.045332,1,1,,,MODBUS_TCP
2026-05-02 14:37:02,no_attack,pre_attack,h3,final_forward,2,0.984000,275.540000,0.984000,275.540000,1.047428,1,1,,,MODBUS_TCP
2026-05-02 14:37:02,no_attack,pre_attack,h3,final_forward,3,1.045000,391.400000,1.045000,391.400000,1.040190,1,1,,,MODBUS_TCP
2026-05-02 14:37:02,no_attack,pre_attack,h3,final_forward,4,0.959000,235.920000,0.959000,235.920000,1.039281,1,1,,,MODBUS_TCP
2026-05-02 14:37:02,no_attack,pre_attack,h3,final_forward,5,1.034000,592.460000,1.034000,592.460000,1.041295,1,1,,,MODBUS_TCP
2026-05-02 14:37:06,no_attack,pre_attack,h3,final_forward,1,1.030000,664.740000,1.030000,664.740000,1.041897,1,1,,,MODBUS_TCP
2026-05-02 14:37:06,no_attack,pre_attack,h3,final_forward,2,0.984000,275.540000,0.984000,275.540000,1.046925,1,1,,,MODBUS_TCP
2026-05-02 14:37:06,no_attack,pre_attack,h3,final_forward,3,1.045000,391.400000,1.045000,391.400000,1.040353,1,1,,,MODBUS_TCP
2026-05-02 14:37:06,no_attack,pre_attack,h3,final_forward,4,0.959000,235.920000,0.959000,235.920000,1.039308,1,1,,,MODBUS_TCP
2026-05-02 14:37:06,no_attack,pre_attack,h3,final_forward,5,1.034000,592.460000,1.034000,592.460000,1.040774,1,1,,,MODBUS_TCP
2026-05-02 14:37:10,no_attack,pre_attack,h3,final_forward,1,1.030000,688.040000,1.030000,688.040000,1.039586,1,1,,,MODBUS_TCP
2026-05-02 14:37:10,no_attack,pre_attack,h3,final_forward,2,1.002000,891.580000,1.002000,891.580000,1.046460,1,1,,,MODBUS_TCP
2026-05-02 14:37:10,no_attack,pre_attack,h3,final_forward,3,0.987000,580.660000,0.987000,580.660000,1.040219,1,1,,,MODBUS_TCP
2026-05-02 14:37:10,no_attack,pre_attack,h3,final_forward,4,1.032000,604.400000,1.032000,604.400000,1.039005,1,1,,,MODBUS_TCP
2026-05-02 14:37:10,no_attack,pre_attack,h3,final_forward,5,1.036000,572.240000,1.036000,572.240000,1.040122,1,1,,,MODBUS_TCP
2026-05-02 14:37:15,no_attack,pre_attack,h3,final_forward,1,1.020000,183.740000,1.020000,183.740000,1.037525,1,1,,,MODBUS_TCP
2026-05-02 14:37:15,no_attack,pre_attack,h3,final_forward,2,0.972000,383.720000,0.972000,383.720000,1.042157,1,1,,,MODBUS_TCP
2026-05-02 14:37:15,no_attack,pre_attack,h3,final_forward,3,0.957000,344.600000,0.957000,344.600000,1.037753,1,1,,,MODBUS_TCP
