timestamp,waktu,iterasi_ke,fase,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-10 01:15:07,1,1,normal,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-10 01:15:07,1,1,normal,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-10 01:15:07,1,1,normal,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-10 01:15:07,1,1,normal,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-10 01:15:07,1,1,normal,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-10 01:15:11,2,1,normal,no_attack,1,1.012000,1.012000,97.724138,97.724138,1.050041,1,1
2026-05-10 01:15:11,2,1,normal,no_attack,2,0.977000,0.977000,190.655172,190.655172,1.050000,0,1
2026-05-10 01:15:11,2,1,normal,no_attack,3,1.022000,1.022000,377.137931,377.137931,1.040516,1,1
2026-05-10 01:15:11,2,1,normal,no_attack,4,1.039000,1.039000,121.586207,121.586207,1.037750,1,1
2026-05-10 01:15:11,2,1,normal,no_attack,5,0.992000,0.992000,101.965517,101.965517,1.039604,1,1
2026-05-10 01:18:03,45,1,normal,20260510_011513,1,1.029000,1.029000,1664.206897,1664.206897,1.039351,1,1
2026-05-10 01:18:03,45,1,normal,20260510_011513,2,0.952000,0.952000,181.758621,181.758621,1.028882,0,1
2026-05-10 01:18:03,45,1,normal,20260510_011513,3,1.047000,1.047000,1655.275862,1655.275862,1.003512,1,0
2026-05-10 01:18:03,45,1,normal,20260510_011513,4,1.046000,1.046000,1595.448276,1595.448276,0.985063,1,0
2026-05-10 01:18:03,45,1,normal,20260510_011513,5,0.960000,0.960000,1527.068966,1527.068966,0.991798,0,1
2026-05-10 01:18:07,46,1,normal,20260510_011513,1,1.048000,1.048000,1633.896552,1633.896552,1.029833,0,1
2026-05-10 01:18:07,46,1,normal,20260510_011513,2,1.043000,1.043000,133.000000,133.000000,0.991829,1,0
2026-05-10 01:18:07,46,1,normal,20260510_011513,3,1.047000,1.047000,1606.931034,1606.931034,0.989995,1,1
2026-05-10 01:18:07,46,1,normal,20260510_011513,4,1.046000,1.046000,195.896552,195.896552,0.977923,0,1
2026-05-10 01:18:07,46,1,normal,20260510_011513,5,0.960000,0.960000,1697.689655,1697.689655,0.978658,1,0
2026-05-10 01:18:11,47,1,normal,20260510_011513,1,1.022000,1.022000,221.137931,221.137931,1.003602,1,0
2026-05-10 01:18:11,47,1,normal,20260510_011513,2,1.010000,1.010000,310.000000,310.000000,1.015862,0,1
2026-05-10 01:18:11,47,1,normal,20260510_011513,3,0.988000,0.988000,345.965517,345.965517,0.987510,0,1
2026-05-10 01:18:11,47,1,normal,20260510_011513,4,0.975000,0.975000,410.275862,410.275862,0.939915,1,0
2026-05-10 01:18:11,47,1,normal,20260510_011513,5,0.950000,0.950000,521.655172,521.655172,0.946576,0,1
2026-05-10 01:18:15,48,1,normal,20260510_011513,1,1.002000,1.002000,403.344828,403.344828,1.030938,0,1
2026-05-10 01:18:15,48,1,normal,20260510_011513,2,1.024000,1.024000,1521.000000,1521.000000,1.009543,1,0
2026-05-10 01:18:15,48,1,normal,20260510_011513,3,0.986000,0.986000,1518.379310,1518.379310,1.008236,1,0
2026-05-10 01:18:15,48,1,normal,20260510_011513,4,1.016000,1.016000,229.689655,229.689655,1.004600,0,1
2026-05-10 01:18:15,48,1,normal,20260510_011513,5,0.981000,0.981000,470.275862,470.275862,1.004299,1,0
2026-05-10 01:18:19,49,1,normal,20260510_011513,1,1.020000,1.020000,1675.827586,1675.827586,1.019812,1,0
2026-05-10 01:18:19,49,1,normal,20260510_011513,2,0.980000,0.980000,1668.655172,1668.655172,1.023505,0,1
2026-05-10 01:18:19,49,1,normal,20260510_011513,3,0.990000,0.990000,1697.758621,1697.758621,1.012117,1,1
2026-05-10 01:18:19,49,1,normal,20260510_011513,4,0.962000,0.962000,1646.344828,1646.344828,0.995736,1,0
2026-05-10 01:18:19,49,1,normal,20260510_011513,5,1.044000,1.044000,1595.482759,1595.482759,0.999613,0,1
2026-05-10 01:18:23,50,1,normal,20260510_011513,1,1.040000,1.040000,1636.310345,1636.310345,1.025853,0,1
2026-05-10 01:18:23,50,1,normal,20260510_011513,2,0.980000,0.980000,336.068966,336.068966,0.972989,1,0
2026-05-10 01:18:23,50,1,normal,20260510_011513,3,0.950000,0.950000,1606.551724,1606.551724,0.978145,1,1
2026-05-10 01:18:23,50,1,normal,20260510_011513,4,0.992000,0.992000,1652.586207,1652.586207,0.975897,0,1
2026-05-10 01:18:23,50,1,normal,20260510_011513,5,1.014000,1.014000,1548.482759,1548.482759,0.976659,1,0
