timestamp,waktu,iterasi_ke,fase,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-19 14:01:06,3,1,attack,no_attack,1,0.000000,0.000000,0.766667,0.766667,1.020000,0,1
2026-05-19 14:01:06,3,1,attack,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,0,1
2026-05-19 14:01:06,3,1,attack,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,0,0
2026-05-19 14:01:06,3,1,attack,no_attack,4,0.003000,0.003000,0.633333,0.633333,1.000000,0,1
2026-05-19 14:01:06,3,1,attack,no_attack,5,0.003000,0.003000,0.366667,0.366667,1.000000,0,1
2026-05-19 14:01:10,4,1,attack,20260519_140107,1,1.021000,1.021000,809.966667,809.966667,1.020000,1,1
2026-05-19 14:01:10,4,1,attack,20260519_140107,2,1.005000,1.005000,399.966667,399.966667,1.020000,1,1
2026-05-19 14:01:10,4,1,attack,20260519_140107,3,1.008000,1.008000,395.933333,395.933333,1.020000,0,1
2026-05-19 14:01:10,4,1,attack,20260519_140107,4,1.004000,1.004000,475.833333,475.833333,1.000000,1,1
2026-05-19 14:01:10,4,1,attack,20260519_140107,5,1.005000,1.005000,491.400000,491.400000,1.000000,1,1
2026-05-19 14:01:15,5,1,attack,20260519_140107,1,1.020000,1.020000,0.000000,0.000000,1.020000,1,0
2026-05-19 14:01:15,5,1,attack,20260519_140107,2,0.001000,0.001000,0.000000,0.000000,1.009692,1,0
2026-05-19 14:01:15,5,1,attack,20260519_140107,3,0.000000,0.000000,0.566667,0.566667,1.007026,1,0
2026-05-19 14:01:15,5,1,attack,20260519_140107,4,1.004000,1.004000,475.833333,475.833333,1.010000,1,1
2026-05-19 14:01:15,5,1,attack,20260519_140107,5,0.001000,0.001000,1.766667,2.200000,1.008209,1,0
2026-05-19 14:01:19,6,1,attack,20260519_140107,1,1.020000,1.020000,0.000000,0.000000,1.020000,0,0
2026-05-19 14:01:19,6,1,attack,20260519_140107,2,0.001000,0.001000,0.000000,0.000000,1.009692,0,0
2026-05-19 14:01:19,6,1,attack,20260519_140107,3,0.000000,0.000000,0.566667,0.566667,1.007026,0,0
2026-05-19 14:01:19,6,1,attack,20260519_140107,4,1.004000,1.004000,475.833333,475.833333,1.010000,1,1
2026-05-19 14:01:19,6,1,attack,20260519_140107,5,0.001000,0.001000,1.766667,2.200000,1.008209,0,0
2026-05-19 14:01:23,7,1,attack,20260519_140107,1,1.018000,1.018000,0.000000,0.000000,1.020000,0,0
2026-05-19 14:01:23,7,1,attack,20260519_140107,2,0.001000,0.001000,0.000000,0.000000,1.009692,0,0
2026-05-19 14:01:23,7,1,attack,20260519_140107,3,0.001000,0.001000,0.366667,0.366667,1.007026,0,0
2026-05-19 14:01:23,7,1,attack,20260519_140107,4,1.004000,1.004000,475.833333,475.833333,1.010000,1,1
