Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-05 13:50:37] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 13:50:37] [iter 1] [Bus 2] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 13:50:37] [iter 1] [Bus 3] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 13:50:37] [iter 1] [Bus 4] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-05 13:50:37] [iter 1] [Bus 5] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar


[2026-05-05 13:50:41] [iter 2] [Bus 1] P/Q/CMD -> V_in=1.0120 pu, I_in=169.2414 A, V_out=1.0120 pu, I_out=169.2414 A, V_DT=1.0500 pu, P=56.7254 MW, Q=16.5449 MVar
[2026-05-05 13:50:41] [iter 2] [Bus 2] P/Q/CMD -> V_in=0.9770 pu, I_in=330.2414 A, V_out=0.9770 pu, I_out=330.2414 A, V_DT=1.0500 pu, P=126.8966 MW, Q=41.7089 MVar
[2026-05-05 13:50:41] [iter 2] [Bus 3] P/Q/CMD -> V_in=1.0220 pu, I_in=653.2759 A, V_out=1.0220 pu, I_out=653.2759 A, V_DT=1.0405 pu, P=223.4284 MW, Q=55.9964 MVar
[2026-05-05 13:50:41] [iter 2] [Bus 4] P/Q/CMD -> V_in=1.0390 pu, I_in=210.5862 A, V_out=1.0390 pu, I_out=210.5862 A, V_DT=1.0377 pu, P=81.6000 MW, Q=29.6169 MVar
[2026-05-05 13:50:41] [iter 2] [Bus 5] P/Q/CMD -> V_in=0.9920 pu, I_in=176.6552 A, V_out=0.9920 pu, I_out=176.6552 A, V_DT=1.0396 pu, P=58.0401 MW, Q=16.9284 MVar


[2026-05-05 13:50:45] [iter 3] [Bus 1] P/Q/CMD -> V_in=0.9710 pu, I_in=2001.7586 A, V_out=0.9710 pu, I_out=2001.7586 A, V_DT=1.0488 pu, P=643.7560 MW, Q=187.7622 MVar
[2026-05-05 13:50:45] [iter 3] [Bus 2] P/Q/CMD -> V_in=0.9520 pu, I_in=1890.6552 A, V_out=0.9520 pu, I_out=1890.6552 A, V_DT=1.0485 pu, P=707.9021 MW, Q=232.6762 MVar
[2026-05-05 13:50:45] [iter 3] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=2081.0690 A, V_out=1.0140 pu, I_out=2081.0690 A, V_DT=1.0404 pu, P=706.1797 MW, Q=176.9853 MVar
[2026-05-05 13:50:45] [iter 3] [Bus 4] P/Q/CMD -> V_in=0.9720 pu, I_in=1908.1034 A, V_out=0.9720 pu, I_out=1908.1034 A, V_DT=1.0397 pu, P=691.6923 MW, Q=251.0508 MVar
[2026-05-05 13:50:45] [iter 3] [Bus 5] P/Q/CMD -> V_in=1.0300 pu, I_in=1936.4828 A, V_out=1.0300 pu, I_out=1936.4828 A, V_DT=1.0414 pu, P=660.6040 MW, Q=192.6762 MVar


[2026-05-05 13:50:49] [iter 4] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=2142.7586 A, V_out=1.0300 pu, I_out=2142.7586 A, V_DT=1.0330 pu, P=730.9721 MW, Q=213.2002 MVar
[2026-05-05 13:50:49] [iter 4] [Bus 2] P/Q/CMD -> V_in=0.9840 pu, I_in=2152.5862 A, V_out=0.9840 pu, I_out=2152.5862 A, V_DT=1.0327 pu, P=833.0664 MW, Q=273.8157 MVar
[2026-05-05 13:50:49] [iter 4] [Bus 3] P/Q/CMD -> V_in=1.0450 pu, I_in=2081.0690 A, V_out=1.0450 pu, I_out=2081.0690 A, V_DT=1.0253 pu, P=727.7691 MW, Q=182.3961 MVar
[2026-05-05 13:50:49] [iter 4] [Bus 4] P/Q/CMD -> V_in=0.9590 pu, I_in=1938.9310 A, V_out=0.9590 pu, I_out=1938.9310 A, V_DT=1.0219 pu, P=693.4669 MW, Q=251.6949 MVar
[2026-05-05 13:50:49] [iter 4] [Bus 5] P/Q/CMD -> V_in=1.0340 pu, I_in=1961.3793 A, V_out=1.0340 pu, I_out=1961.3793 A, V_DT=1.0235 pu, P=671.6955 MW, Q=195.9112 MVar


[2026-05-05 13:50:53] [iter 5] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=1981.4138 A, V_out=1.0300 pu, I_out=1981.4138 A, V_DT=1.0172 pu, P=675.9316 MW, Q=197.1467 MVar
[2026-05-05 13:50:53] [iter 5] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=1862.2759 A, V_out=1.0020 pu, I_out=1862.2759 A, V_DT=1.0079 pu, P=733.8980 MW, Q=241.2206 MVar
[2026-05-05 13:50:53] [iter 5] [Bus 3] P/Q/CMD -> V_in=0.9870 pu, I_in=2090.9310 A, V_out=0.9870 pu, I_out=2090.9310 A, V_DT=0.9913 pu, P=690.6336 MW, Q=173.0891 MVar
[2026-05-05 13:50:53] [iter 5] [Bus 4] P/Q/CMD -> V_in=1.0320 pu, I_in=2065.3793 A, V_out=1.0320 pu, I_out=2065.3793 A, V_DT=0.9797 pu, P=794.9216 MW, Q=288.5180 MVar
[2026-05-05 13:50:53] [iter 5] [Bus 5] P/Q/CMD -> V_in=1.0360 pu, I_in=1970.5517 A, V_out=1.0360 pu, I_out=1970.5517 A, V_DT=0.9823 pu, P=676.1420 MW, Q=197.2081 MVar


[2026-05-05 13:50:57] [iter 6] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=1873.6552 A, V_out=1.0200 pu, I_out=1873.6552 A, V_DT=1.0064 pu, P=632.9657 MW, Q=184.6150 MVar
[2026-05-05 13:50:57] [iter 6] [Bus 2] P/Q/CMD -> V_in=0.9720 pu, I_in=2041.0000 A, V_out=0.9720 pu, I_out=2041.0000 A, V_DT=0.9850 pu, P=780.2490 MW, Q=256.4554 MVar
[2026-05-05 13:50:57] [iter 6] [Bus 3] P/Q/CMD -> V_in=0.9570 pu, I_in=1810.3448 A, V_out=0.9570 pu, I_out=1810.3448 A, V_DT=0.9537 pu, P=579.7811 MW, Q=145.3068 MVar
[2026-05-05 13:50:57] [iter 6] [Bus 4] P/Q/CMD -> V_in=0.9600 pu, I_in=2024.6552 A, V_out=0.9600 pu, I_out=2024.6552 A, V_DT=0.9292 pu, P=724.8816 MW, Q=263.0969 MVar
[2026-05-05 13:50:57] [iter 6] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=1967.3448 A, V_out=1.0120 pu, I_out=1967.3448 A, V_DT=0.9335 pu, P=659.4036 MW, Q=192.3261 MVar


[2026-05-05 13:51:01] [iter 7] [Bus 1] P/Q/CMD -> V_in=0.9870 pu, I_in=2066.1724 A, V_out=0.9870 pu, I_out=2066.1724 A, V_DT=0.9997 pu, P=675.4202 MW, Q=196.9976 MVar
[2026-05-05 13:51:01] [iter 7] [Bus 2] P/Q/CMD -> V_in=0.9760 pu, I_in=2187.1034 A, V_out=0.9760 pu, I_out=2187.1034 A, V_DT=0.9666 pu, P=839.5433 MW, Q=275.9445 MVar
[2026-05-05 13:51:01] [iter 7] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=2029.7586 A, V_out=1.0140 pu, I_out=2029.7586 A, V_DT=0.9240 pu, P=688.7683 MW, Q=172.6216 MVar
[2026-05-05 13:51:01] [iter 7] [Bus 4] P/Q/CMD -> V_in=0.9670 pu, I_in=2118.1379 A, V_out=0.9670 pu, I_out=2118.1379 A, V_DT=0.8889 pu, P=763.8806 MW, Q=277.2516 MVar
[2026-05-05 13:51:01] [Bus 4] Command breaker ke RTU: OPEN
[2026-05-05 13:51:01] [iter 7] [Bus 5] P/Q/CMD -> V_in=0.9660 pu, I_in=1866.3793 A, V_out=0.9660 pu, I_out=1866.3793 A, V_DT=0.8946 pu, P=597.1279 MW, Q=174.1623 MVar


[2026-05-05 13:51:05] [iter 8] [Bus 1] P/Q/CMD -> V_in=0.9870 pu, I_in=1999.3793 A, V_out=0.9870 pu, I_out=1999.3793 A, V_DT=0.9997 pu, P=653.5859 MW, Q=190.6292 MVar
[2026-05-05 13:51:05] [iter 8] [Bus 2] P/Q/CMD -> V_in=0.9760 pu, I_in=2161.8966 A, V_out=0.9760 pu, I_out=2161.8966 A, V_DT=0.9666 pu, P=829.8673 MW, Q=272.7642 MVar
[2026-05-05 13:51:05] [iter 8] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=1978.0345 A, V_out=1.0140 pu, I_out=1978.0345 A, V_DT=0.9240 pu, P=671.2165 MW, Q=168.2227 MVar
[2026-05-05 13:51:05] [iter 8] [Bus 4] P/Q/CMD -> V_in=0.9670 pu, I_in=1953.1379 A, V_out=0.9670 pu, I_out=1953.1379 A, V_DT=0.8889 pu, P=704.3754 MW, Q=255.6541 MVar
