timestamp,iterasi_ke,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-08 00:31:26,1,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-08 00:31:26,1,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-08 00:31:26,1,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-08 00:31:26,1,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-08 00:31:26,1,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-08 00:31:30,2,20260508_003128,1,1.012000,1.012000,169.241379,169.241379,1.050041,1,1
2026-05-08 00:31:30,2,20260508_003128,2,0.977000,0.977000,330.241379,330.241379,1.050000,1,1
2026-05-08 00:31:30,2,20260508_003128,3,1.022000,1.022000,653.275862,653.275862,1.040516,1,1
2026-05-08 00:31:30,2,20260508_003128,4,1.039000,1.039000,210.586207,210.586207,1.037750,1,1
2026-05-08 00:31:30,2,20260508_003128,5,0.992000,0.992000,176.655172,176.655172,1.039604,1,1
2026-05-08 00:31:34,3,20260508_003128,1,0.971000,0.971000,553.586207,1890.655172,1.048815,1,1
2026-05-08 00:31:34,3,20260508_003128,2,0.952000,0.952000,319.310345,1908.103448,1.048505,1,1
2026-05-08 00:31:34,3,20260508_003128,3,1.014000,1.014000,559.793103,2142.758621,1.040398,1,1
2026-05-08 00:31:34,3,20260508_003128,4,0.972000,0.972000,619.344828,619.344828,1.039671,1,1
2026-05-08 00:31:34,3,20260508_003128,5,1.030000,1.030000,152.758621,1938.931034,1.041386,1,1
2026-05-08 00:31:38,4,20260508_003128,1,1.030000,1.030000,664.724138,1981.413793,1.034305,1,1
2026-05-08 00:31:38,4,20260508_003128,2,0.984000,0.984000,275.551724,2090.931034,1.034934,1,1
2026-05-08 00:31:38,4,20260508_003128,3,1.045000,1.045000,391.379310,1970.551724,1.029908,1,1
2026-05-08 00:31:38,4,20260508_003128,4,0.959000,0.959000,235.931034,2041.000000,1.032442,1,1
2026-05-08 00:31:38,4,20260508_003128,5,1.034000,1.034000,592.448276,2024.655172,1.032637,1,1
2026-05-08 00:31:42,5,20260508_003128,1,1.030000,1.030000,688.034483,688.034483,1.019907,1,1
2026-05-08 00:31:42,5,20260508_003128,2,1.002000,1.002000,891.586207,891.586207,1.011814,1,1
2026-05-08 00:31:42,5,20260508_003128,3,0.987000,0.987000,580.689655,580.689655,0.998259,1,1
2026-05-08 00:31:42,5,20260508_003128,4,1.032000,1.032000,604.413793,604.413793,0.991020,1,1
2026-05-08 00:31:42,5,20260508_003128,5,1.036000,1.036000,572.241379,572.241379,0.992545,1,1
2026-05-08 00:31:46,6,20260508_003128,1,1.020000,1.020000,183.724138,2066.172414,1.024921,1,1
2026-05-08 00:31:46,6,20260508_003128,2,0.972000,0.972000,383.724138,383.724138,1.020262,1,1
2026-05-08 00:31:46,6,20260508_003128,3,0.957000,0.957000,344.586207,2118.137931,1.011819,1,1
2026-05-08 00:31:46,6,20260508_003128,4,0.960000,0.960000,379.724138,1999.379310,1.007028,1,1
2026-05-08 00:31:46,6,20260508_003128,5,1.012000,1.012000,425.068966,425.068966,1.008515,1,1
2026-05-08 00:31:50,7,20260508_003128,1,0.987000,0.987000,316.448276,1953.137931,1.014697,1,1
2026-05-08 00:31:50,7,20260508_003128,2,0.976000,0.976000,887.689655,2008.275862,1.017840,1,1
2026-05-08 00:31:50,7,20260508_003128,3,1.014000,1.014000,608.172414,608.172414,1.001390,1,1
2026-05-08 00:31:50,7,20260508_003128,4,0.967000,0.967000,732.793103,732.793103,0.992168,1,1
2026-05-08 00:31:50,7,20260508_003128,5,0.966000,0.966000,457.379310,1854.793103,0.995613,1,1
2026-05-08 00:31:54,8,20260508_003128,1,0.987000,0.987000,316.448276,2176.448276,1.008448,1,1
2026-05-08 00:31:54,8,20260508_003128,2,0.976000,0.976000,887.689655,1837.275862,1.007516,1,1
2026-05-08 00:31:54,8,20260508_003128,3,1.014000,1.014000,608.172414,1830.000000,0.993701,1,1
2026-05-08 00:31:54,8,20260508_003128,4,0.967000,0.967000,732.793103,2123.413793,0.982452,1,1
