Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-08 00:31:26] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-08 00:31:26] [iter 1] [Bus 2] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-08 00:31:26] [iter 1] [Bus 3] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-08 00:31:26] [iter 1] [Bus 4] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-08 00:31:26] [iter 1] [Bus 5] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar


[2026-05-08 00:31:30] [iter 2] [Bus 1] P/Q/CMD -> V_in=1.0120 pu, I_in=169.2414 A, V_out=1.0120 pu, I_out=169.2414 A, V_DT=1.0500 pu, P=56.7254 MW, Q=16.5449 MVar
[2026-05-08 00:31:30] [iter 2] [Bus 2] P/Q/CMD -> V_in=0.9770 pu, I_in=330.2414 A, V_out=0.9770 pu, I_out=330.2414 A, V_DT=1.0500 pu, P=126.8966 MW, Q=41.7089 MVar
[2026-05-08 00:31:30] [iter 2] [Bus 3] P/Q/CMD -> V_in=1.0220 pu, I_in=653.2759 A, V_out=1.0220 pu, I_out=653.2759 A, V_DT=1.0405 pu, P=223.4284 MW, Q=55.9964 MVar
[2026-05-08 00:31:30] [iter 2] [Bus 4] P/Q/CMD -> V_in=1.0390 pu, I_in=210.5862 A, V_out=1.0390 pu, I_out=210.5862 A, V_DT=1.0377 pu, P=81.6000 MW, Q=29.6169 MVar
[2026-05-08 00:31:30] [iter 2] [Bus 5] P/Q/CMD -> V_in=0.9920 pu, I_in=176.6552 A, V_out=0.9920 pu, I_out=176.6552 A, V_DT=1.0396 pu, P=58.0401 MW, Q=16.9284 MVar


[2026-05-08 00:31:34] [iter 3] [Bus 1] P/Q/CMD -> V_in=0.9710 pu, I_in=1890.6552 A, V_out=0.9710 pu, I_out=1890.6552 A, V_DT=1.0488 pu, P=608.0256 MW, Q=177.3408 MVar
[2026-05-08 00:31:34] [iter 3] [Bus 2] P/Q/CMD -> V_in=0.9520 pu, I_in=1908.1034 A, V_out=0.9520 pu, I_out=1908.1034 A, V_DT=1.0485 pu, P=714.4351 MW, Q=234.8235 MVar
[2026-05-08 00:31:34] [iter 3] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=2142.7586 A, V_out=1.0140 pu, I_out=2142.7586 A, V_DT=1.0404 pu, P=727.1132 MW, Q=182.2317 MVar
[2026-05-08 00:31:34] [iter 3] [Bus 4] P/Q/CMD -> V_in=0.9720 pu, I_in=619.3448 A, V_out=0.9720 pu, I_out=619.3448 A, V_DT=1.0397 pu, P=224.5141 MW, Q=81.4877 MVar
[2026-05-08 00:31:34] [iter 3] [Bus 5] P/Q/CMD -> V_in=1.0300 pu, I_in=1938.9310 A, V_out=1.0300 pu, I_out=1938.9310 A, V_DT=1.0414 pu, P=661.4392 MW, Q=192.9198 MVar


[2026-05-08 00:31:38] [iter 4] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=1981.4138 A, V_out=1.0300 pu, I_out=1981.4138 A, V_DT=1.0343 pu, P=675.9316 MW, Q=197.1467 MVar
[2026-05-08 00:31:38] [iter 4] [Bus 2] P/Q/CMD -> V_in=0.9840 pu, I_in=2090.9310 A, V_out=0.9840 pu, I_out=2090.9310 A, V_DT=1.0349 pu, P=809.2054 MW, Q=265.9729 MVar
[2026-05-08 00:31:38] [iter 4] [Bus 3] P/Q/CMD -> V_in=1.0450 pu, I_in=1970.5517 A, V_out=1.0450 pu, I_out=1970.5517 A, V_DT=1.0299 pu, P=689.1202 MW, Q=172.7098 MVar
[2026-05-08 00:31:38] [iter 4] [Bus 4] P/Q/CMD -> V_in=0.9590 pu, I_in=2041.0000 A, V_out=0.9590 pu, I_out=2041.0000 A, V_DT=1.0324 pu, P=729.9723 MW, Q=264.9446 MVar
[2026-05-08 00:31:38] [iter 4] [Bus 5] P/Q/CMD -> V_in=1.0340 pu, I_in=2024.6552 A, V_out=1.0340 pu, I_out=2024.6552 A, V_DT=1.0326 pu, P=693.3650 MW, Q=202.2315 MVar


[2026-05-08 00:31:42] [iter 5] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=688.0345 A, V_out=1.0300 pu, I_out=688.0345 A, V_DT=1.0199 pu, P=234.7133 MW, Q=68.4581 MVar
[2026-05-08 00:31:42] [iter 5] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=891.5862 A, V_out=1.0020 pu, I_out=891.5862 A, V_DT=1.0118 pu, P=351.3622 MW, Q=115.4872 MVar
[2026-05-08 00:31:42] [iter 5] [Bus 3] P/Q/CMD -> V_in=0.9870 pu, I_in=580.6897 A, V_out=0.9870 pu, I_out=580.6897 A, V_DT=0.9983 pu, P=191.8015 MW, Q=48.0700 MVar
[2026-05-08 00:31:42] [iter 5] [Bus 4] P/Q/CMD -> V_in=1.0320 pu, I_in=604.4138 A, V_out=1.0320 pu, I_out=604.4138 A, V_DT=0.9910 pu, P=232.6263 MW, Q=84.4321 MVar
[2026-05-08 00:31:42] [iter 5] [Bus 5] P/Q/CMD -> V_in=1.0360 pu, I_in=572.2414 A, V_out=1.0360 pu, I_out=572.2414 A, V_DT=0.9925 pu, P=196.3493 MW, Q=57.2685 MVar


[2026-05-08 00:31:46] [iter 6] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=2066.1724 A, V_out=1.0200 pu, I_out=2066.1724 A, V_DT=1.0249 pu, P=698.0026 MW, Q=203.5841 MVar
[2026-05-08 00:31:46] [iter 6] [Bus 2] P/Q/CMD -> V_in=0.9720 pu, I_in=383.7241 A, V_out=0.9720 pu, I_out=383.7241 A, V_DT=1.0203 pu, P=146.6930 MW, Q=48.2157 MVar
[2026-05-08 00:31:46] [iter 6] [Bus 3] P/Q/CMD -> V_in=0.9570 pu, I_in=2118.1379 A, V_out=0.9570 pu, I_out=2118.1379 A, V_DT=1.0118 pu, P=678.3550 MW, Q=170.0118 MVar
[2026-05-08 00:31:46] [iter 6] [Bus 4] P/Q/CMD -> V_in=0.9600 pu, I_in=1999.3793 A, V_out=0.9600 pu, I_out=1999.3793 A, V_DT=1.0070 pu, P=715.8322 MW, Q=259.8124 MVar
